Name,Ticker,Exchange,BE - Monthly 2004-12,Daily Closing Price 2004-12-31 USD,Market Cap - Monthly 2004-12 ,C/P - Daily 2004-12-31,E/P - Daily 2004-12-31,EBITDA/P- Daily 2004-12-31,FCF/P - Daily 2004-12-31,S/P - Daily 2004-12-31,Yearly Return Year  2005
American Safety Insurance Holdings Ltd.,ASI,"NEW YORK STOCK EXCHANGE, INC.",108779910.3,16.34,109806744,0.745760538,0.077111407,0.12311776,,1.89659031,0.024479837
American States Water Co,AWR,"NEW YORK STOCK EXCHANGE, INC.",251465432.1,26.00,433926532,0.154788147,0.035384615,0.174418767,-0.048817113,0.567728603,0.221392503
American Stores Co,ASC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
American Tower Corp A,AMT,"NEW YORK STOCK EXCHANGE, INC.",1470961219,18.40,4201115471,0.055171196,-0.05,0.075506517,0.044337266,0.188335196,0.47282611
American Vanguard Corporation,AVD,"NEW YORK STOCK EXCHANGE, INC.",63973190.71,13.84,330550775,0.021633077,0.037519468,0.063642057,0.001526774,0.408550972,0.278931004
American Water Works Co Inc,AWK,"NEW YORK STOCK EXCHANGE, INC.",,,,0.071362968,0.036497935,,-0.024360156,0.359620255,
AmeriCredit Corporation,ACF,"NEW YORK STOCK EXCHANGE, INC.",2148290988,24.45,3797350722,0.219216136,0.067075649,0.174846817,0.218225257,0.323368203,0.048261477
AmeriGas Partners LP,APU,"NEW YORK STOCK EXCHANGE, INC.",277038719,29.60,1612527251,0.112878831,0.057770275,0.163500507,0.073704569,1.128349788,0.026951133
Amerigroup Corporation,AGP,"NEW YORK STOCK EXCHANGE, INC.",568713917.7,37.83,1893394072,0.065747516,0.04163362,0.080597518,0.055118861,0.904469072,-0.485593374
Ameriprise Financial Inc,AMP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.14824722
Ameriprise Financial Inc 7 3/4 % Notes 2009-15.6.39 Sr Global,AMPPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
AmerisourceBergen Corp,ABC,"NEW YORK STOCK EXCHANGE, INC.",4212417333,14.34,5985249899,0.12213739,0.071304502,0.140458138,0.094118444,7.872156184,0.402809623
Ameritech Corporation,AIT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Ameron International, Inc.",AMN,"NEW YORK STOCK EXCHANGE, INC.",279166919.6,37.90,319495900,0.0314256,0.041952503,0.034173745,-0.027144128,1.892007969,0.228702794
AmerUs Group Company,AMH,"NEW YORK STOCK EXCHANGE, INC.",1623467826,45.30,1774671395,0.306992177,0.087858716,0.23743094,,0.863621996,0.259513561
"Ametek, Inc.",AME,"NEW YORK STOCK EXCHANGE, INC.",659576977.5,15.85,2444019601,0.059862639,0.043174947,0.088799931,-0.015924366,0.483877445,0.199448681
AMLI Residential Properties Trust,AML,"NEW YORK STOCK EXCHANGE, INC.",588456672.7,32.00,813010048,0.082245702,0.0034375,0.003275759,0.060958586,0.224680173,0.264579922
"AMN Healthcare Services, Inc.",AHS,"NEW YORK STOCK EXCHANGE, INC.",136774753.7,15.91,450955617,0.082752548,0.036455066,0.084163607,0.070985016,1.247469197,0.243243225
Ampco-Pittsburgh Corporation,AP,"NEW YORK STOCK EXCHANGE, INC.",128516807.9,14.60,141984956,0.03245946,0.008219176,0.066746362,-0.037294382,1.408571722,0.023625647
Amphenol Corp,APH,"NEW YORK STOCK EXCHANGE, INC.",481610444.2,18.37,3229134922,0.056775568,0.045726723,0.088055144,0.045337616,0.445587922,0.210153912
AMR Corp 7 7/8 % Public Income Notes 1999-13.7.39,AAR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Amrep Corporation,AXR,"NEW YORK STOCK EXCHANGE, INC.",111267669.8,23.00,152216576,,0.089565206,,,,0.313766303
AmSouth Bancorporation,ASO,"NEW YORK STOCK EXCHANGE, INC.",3568856251,25.90,9197167907,0.088222476,0.065637083,,,0.252290928,0.0520859
Anadarko Petroleum Corp,APC,"NEW YORK STOCK EXCHANGE, INC.",9195986834,32.41,16029906044,0.213515579,0.090881,0.244801937,0.039214656,0.350248466,0.474190658
Analog Devices Inc,ADI,"NEW YORK STOCK EXCHANGE, INC.",3799558969,36.92,13876029192,0.05364286,0.039274105,0.050721282,0.043559888,0.181589148,-0.018454701
Angelica Corporation,AGL,"NEW YORK STOCK EXCHANGE, INC.",148262345.2,27.05,244112292,0.068585788,0.039186688,0.111466777,0.004836046,1.368215532,-0.375456571
AngloGold Ashanti Holdings Finance PLC Pref Share,AUPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
AngloGold Ashanti Limited ADR,AU,"NEW YORK STOCK EXCHANGE, INC.",3229012597,36.35,9613226196,0.048438442,0.011279229,0.087277475,-0.01114415,0.252012255,0.378552345
Anheuser-Busch Cos Inc,BUD,"NEW YORK STOCK EXCHANGE, INC.",2668060879,50.73,40080168308,0.070408107,0.053420059,0.10439648,0.04623946,0.357273007,-0.133812144
Anheuser-Busch InBev SA ADR,BUD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Anixter International Inc,AXE,"NEW YORK STOCK EXCHANGE, INC.",762999891.7,36.40,1341191823,0.040342508,0.044178939,0.082973918,0.030328405,2.211469566,0.190660979
"Ann, Inc.",ANN,"NEW YORK STOCK EXCHANGE, INC.",944666519.9,21.53,1519285140,0.06237774,0.06889458,0.116895107,0.009025271,1.17068054,0.603344313
"Annaly Capital Management, Inc.",NLY,"NEW YORK STOCK EXCHANGE, INC.",1523390419,19.62,2379047075,0.180595452,0.10295617,,,0.116545593,-0.406342303
"Annaly Capital Management, Inc. Pref Share",NLYPRA,"NEW YORK STOCK EXCHANGE, INC.",,25.00,,,,,,,0.051015773
Anteon International Corporation,ANT,"NEW YORK STOCK EXCHANGE, INC.",247274334.1,41.86,1502286414,0.02879923,0.032728146,0.065349867,0.026453592,0.769427269,0.298375505
Anworth Mortgage Asset Corporation,ANH,"NEW YORK STOCK EXCHANGE, INC.",507024891.1,10.71,495450501,0.222525846,0.120448188,,,0.139978368,-0.276149619
Anworth Mortgage Asset Corporation Pref Share,ANHPRA,"NEW YORK STOCK EXCHANGE, INC.",,25.00,,,,,,,0.048187468
Anworth Mortgage Asset Corporation Pref Share,ANHPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"AOL, Inc.",AOL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Aon Corp.,AON,"NEW YORK STOCK EXCHANGE, INC.",5103000956,23.86,7550624961,0.143134558,0.090109005,0.1668416,0.132555603,1.288721241,0.542641137
Apache Corporation,APA,"NEW YORK STOCK EXCHANGE, INC.",8106021227,50.57,16509653691,0.177381264,0.084931821,0.217938947,0.047286667,0.292641443,0.362594489
Apache Corporation Pref Share,APAPRD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Apartment Investment & Management,AIV,"NEW YORK STOCK EXCHANGE, INC.",1966663051,38.54,3652798037,0.098494317,-0.01167618,0.272879589,-0.037176559,0.40473737,0.061926205
Apartment Investment & Management Pref Share,AIVPRY,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.087555191
Apartment Investment & Management Pref Share,AIVPRG,"NEW YORK STOCK EXCHANGE, INC.",,27.34,,,,,,,0.040153762
Apartment Investment & Management Pref Share,AIVPRT,"NEW YORK STOCK EXCHANGE, INC.",,25.41,,,,,,,0.06471649
Apartment Investment & Management Pref Share,AIVPRU,"NEW YORK STOCK EXCHANGE, INC.",,24.88,,,,,,,0.078476751
Apartment Investment & Management Pref Share,AIVPRV,"NEW YORK STOCK EXCHANGE, INC.",,25.37,,,,,,,0.0748081
Apartment Investment & Management Pref Share,AIVPRZ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Apogent Technologies, Inc.",AOT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Apollo Commercial Real Estate Finance, Inc.",ARI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Apollo Global Management LLC,APO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Apollo Residential Mortgage Inc,AMTG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Appalachian Power Company,AJA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Apparel Manufacturing,IG001DA007,"NEW YORK STOCK EXCHANGE, INC.",17199449404,471.88,31382111245,,,,,,0.138131589
Apparel Stores,IG001DA008,"NEW YORK STOCK EXCHANGE, INC.",19229942447,"2,445.17",77977979446,0.000800201,,0.000877278,0.000499425,0.008538601,0.077510341
"Applica, Inc.",APN,"NEW YORK STOCK EXCHANGE, INC.",110968852,6.05,145615780,-0.350184442,-0.995041707,-0.590221215,-0.482142874,4.861306914,-0.738842982
"Applied Biosystems, Inc.",ABI,"NEW YORK STOCK EXCHANGE, INC.",1411399660,20.91,4098882917,0.064700253,0.039693928,0.067674796,0.052773651,0.402425337,0.279850853
"Applied Industrial Technologies, Inc.",AIT,"NEW YORK STOCK EXCHANGE, INC.",366736931.8,18.27,810808429,0.064378857,0.048662392,0.078415259,0.055302057,1.923731732,0.249621501
Apria Healthcare Group Inc,AHG,"NEW YORK STOCK EXCHANGE, INC.",406185129.8,32.95,1596997831,0.157616883,0.069802717,0.125302731,0.074109097,0.857700608,-0.26828549
"AptarGroup, Inc.",ATR,"NEW YORK STOCK EXCHANGE, INC.",873195285.2,26.39,1887073741,0.082319568,0.045471763,0.11821372,0.033029113,0.627264818,0.003052087
Aqua America Inc,WTR,"NEW YORK STOCK EXCHANGE, INC.",748464979.8,18.48,2293127501,0.07087343,0.032858819,0.097590872,-0.008375329,0.185064893,0.503354414
"Aquila, Inc.",ILA,"NEW YORK STOCK EXCHANGE, INC.",1130496849,3.69,891944102,-0.239169336,-0.382113862,-0.081797718,-0.518856544,2.124581192,-0.024390299
Aracruz Celulose SA ADR,ARA,"NEW YORK STOCK EXCHANGE, INC.",1814290519,37.70,3892729032,0.087495953,0.049336863,0.086331407,0.06395334,0.294908261,0.120663787
ARAMARK Corp,RMK,"NEW YORK STOCK EXCHANGE, INC.",1203977619,26.51,4839936717,0.100917736,0.051301388,0.162924004,0.040713496,1.987336691,0.057139981
Arbitron Corporation,ARB,"NEW YORK STOCK EXCHANGE, INC.",45380531.8,39.18,1214072540,0.055257655,0.048494136,0.073891535,0.04784309,0.234751207,-0.021088174
"Arbor Realty Trust, Inc.",ABR,"NEW YORK STOCK EXCHANGE, INC.",262714729,24.54,402202182,,0.017114915,,,,0.151044708
ArcelorMittal SA,MT,"NEW YORK STOCK EXCHANGE, INC.",5845973074,37.02,23793251822,0.172986857,0.196636493,0.347789917,0.145290805,1.754613757,-0.310905836
Arch Capital Group Ltd Pref Share,ARHPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Arch Capital Group Ltd Pref Share,ARHPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Arch Chemicals Inc,ARJ,"NEW YORK STOCK EXCHANGE, INC.",359800351,28.78,675269428,0.221807541,0.047255049,0.070840645,0.189757029,1.82463106,0.071062595
Arch Coal Inc,ACI,"NEW YORK STOCK EXCHANGE, INC.",1079793568,17.77,2215594164,0.040830942,0.053460898,0.089090431,-0.091233384,0.78750885,1.249498807
Archer-Daniels Midland Company,ADM,"NEW YORK STOCK EXCHANGE, INC.",8530720992,22.31,14602176306,0.059392298,0.042133577,0.064626578,0.020955179,2.564201187,0.122221251
Archer-Daniels Midland Company 4.7 % Equity Units 2008-1.6.11 Linked to Shs,ADM.PRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Archstone-Smith Trust,ASN,"NEW YORK STOCK EXCHANGE, INC.",3634305474,38.30,7643816564,0.043197477,0.019060053,0.038973273,,0.104467915,0.144473639
Arcos Dorados Holdings Inc,ARCO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Arden Realty Inc,ARI,"NEW YORK STOCK EXCHANGE, INC.",1196290338,37.72,2476935702,0.072156736,0.016171794,0.161672208,0.023415486,0.167343319,0.252106201
"Arena Resources, Inc.",ARD,"NEW YORK STOCK EXCHANGE, INC.",20608496.7,4.25,75746874,0.056403488,0.027058825,0.055089954,0.014411793,0.095397181,2.247058985
Ares Capital Corporation 6 7/8 % Notes 2007-15.4.47 Global,AFC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Argosy Gaming Company,AGY,"NEW YORK STOCK EXCHANGE, INC.",372760948.8,46.70,1377264631,0.132374255,0.041327625,0.176559689,0.058171089,0.754740335,0.006209651
Arlington Asset Investment Corp.,AI,"NEW YORK STOCK EXCHANGE, INC.",1578524096,387.80,3271001867,0.095253245,0.107271794,,,0.265383625,-0.43712908
"Arlington Tankers, Ltd.",ATB,"NEW YORK STOCK EXCHANGE, INC.",154486950,22.95,355725000,,,,,,0.036668443
"Armor Holdings, Inc.",AH,"NEW YORK STOCK EXCHANGE, INC.",565195232.2,47.02,1560876296,0.027207679,0.038068902,0.075045891,0.017611454,0.513358618,-0.092939249
ARMOUR Residential REIT Inc,ARR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Armstrong World Industries, Inc.",AWI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Arrow Electronics Inc,ARW,"NEW YORK STOCK EXCHANGE, INC.",2194184332,24.30,2815374015,0.015076971,0.066255134,0.154470548,0.005761241,3.649821524,0.318106846
Arthur J. Gallagher & Co.,AJG,"NEW YORK STOCK EXCHANGE, INC.",760998562.5,32.50,2994062500,0.104826165,0.06184617,0.098135138,0.095117613,0.478507134,-0.012412177
"Artio Global Investors, Inc.",ART,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Asarco, Inc.",AR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
ASBC Capital Trust I Pref Share,ABWPRA,"NEW YORK STOCK EXCHANGE, INC.",,26.85,,,,,,,0.025815221
Asbury Automotive Group Inc,ABG,"NEW YORK STOCK EXCHANGE, INC.",480022718.8,13.78,448564603,0.005207547,0.037010157,0.261379756,-0.167686143,11.36092523,0.194484781
Ashanti Goldfields ADR,ASL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Ashford Hospitality Trust, Inc.",AHT,"NEW YORK STOCK EXCHANGE, INC.",218668688,10.87,280559558,-0.015894142,-0.006439743,0.057597914,-0.891767912,0.604734588,0.031562694
"Ashford Hospitality Trust, Inc. Pref Share",AHTPRA,"NEW YORK STOCK EXCHANGE, INC.",,26.00,,,,,,,0.067836286
"Ashford Hospitality Trust, Inc. Pref Share",AHTPRD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Ashford Hospitality Trust, Inc. Pref Share",AHTPRE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Ashland Inc,ASH,"NEW YORK STOCK EXCHANGE, INC.",2844002131,48.40,3469535980,0.055150962,0.116140215,0.192157551,-0.005805364,2.548842188,0.218748941
Aspen Insurance Holdings Ltd.,AHL,"NEW YORK STOCK EXCHANGE, INC.",1481499130,24.52,1696153909,0.545182846,0.104404568,,,0.728630364,-0.012020813
Aspen Insurance Holdings Ltd. Pref Share,AHLPR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Aspen Insurance Holdings Ltd. Pref Share,AHLPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Asset Management,IG001DA009,"NEW YORK STOCK EXCHANGE, INC.",52641511598,407.86,1.26906E+11,0.008462843,,0.003395535,0.002016759,0.018808069,0.172827922
"Assisted Living Concepts, Inc.",ALC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Associated Banc-Corp Pref Share,ABWPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Associated Estates Realty Corp.,AEC,"NEW YORK STOCK EXCHANGE, INC.",49340857.37,10.22,200861805,0.150947361,-0.049902142,0.349205662,0.044945739,0.811001725,-0.033395165
Associated Estates Realty Corp. Pref Share,AECPRB,"NEW YORK STOCK EXCHANGE, INC.",,25.95,,,,,,,0.049318184
Assurant Inc,AIZ,"NEW YORK STOCK EXCHANGE, INC.",3635434172,30.55,4275762908,0.179563227,0.055646476,0.088159244,,1.846077731,0.435373395
Assured Guaranty Ltd,AGO,"NEW YORK STOCK EXCHANGE, INC.",1527612569,19.67,1494605122,-0.047027752,0.145399093,0.191041783,,0.292952043,0.297941715
Astoria Financial Corporation,AF,"NEW YORK STOCK EXCHANGE, INC.",1369762020,26.75,2974811817,0.094900971,0.073055144,,,0.183154175,0.131936425
AstraZeneca PLC ADR,AZN,"NEW YORK STOCK EXCHANGE, INC.",14417976548,36.39,61263184721,0.066748411,0.05688376,0.070158404,0.047218255,0.334508797,0.368390887
AT&T,T,"NEW YORK STOCK EXCHANGE, INC.",7019005143,19.06,15169258108,0.35768347,-0.422350626,-0.37837482,0.212514602,2.066696427,0.067681277
AT&T Inc,T,"NEW YORK STOCK EXCHANGE, INC.",40504080185,25.77,85438216434,0.146696333,0.060923565,0.191666641,0.08276837,0.476196825,0.002533972
AT&T Inc 6 3/8 % Notes 2007-15.2.56 Sr,ATT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"AT&T Wireless Services, Inc.",AWE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Atlantic Power Corporation,AT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Atlantic Richfield Co,ARC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Atlas Energy LP,ATLS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Atlas Energy Resources, LLC",ATN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Atlas Pipeline Partners LP,APL,"NEW YORK STOCK EXCHANGE, INC.",136703854.6,41.90,301876301,0.092191389,0.034844869,0.062224346,0.055678543,0.219467804,0.022106552
Atmos Energy Corp,ATO,"NEW YORK STOCK EXCHANGE, INC.",1539076175,27.35,1712157452,0.181910956,0.057769641,0.195085903,0.053672112,1.962023081,-0.000197494
"Atwood Oceanics, Inc.",ATW,"NEW YORK STOCK EXCHANGE, INC.",335576022,13.03,786638414,0.035035081,0.010364683,0.072751188,0.026107043,0.223582748,0.497696626
AU Optronics Corporation ADR,AUO,"NEW YORK STOCK EXCHANGE, INC.",4113605794,11.56,7100122403,,0.17795073,,,0.769954526,0.1691896
AuRico Gold Inc,AUQ,"NEW YORK STOCK EXCHANGE, INC.",73470025.65,5.34,302653658,-0.011031421,-0.044606734,-0.050827497,-0.094820973,0.00096998,1.228464238
Auto & Truck Dealerships,IG001DA010,"NEW YORK STOCK EXCHANGE, INC.",8651855448,66.25,11136238234,,,,,,0.050899732
Auto Manufacturers,IG001DA011,"NEW YORK STOCK EXCHANGE, INC.",1.32457E+11,191.75,2.16157E+11,,,,,,0.161959679
Auto Parts,IG001DA012,"NEW YORK STOCK EXCHANGE, INC.",26184741364,97.83,42425522939,,,,,,0.011899079
"Autoliv, Inc.",ALV,"NEW YORK STOCK EXCHANGE, INC.",2636403680,48.30,4453260000,0.150660609,0.07122152,0.117001212,0.085085818,1.291700951,-0.035395478
"Autoliv, Inc. 2009-30.4.12 Linked to Shs Autoliv",ALV.PZ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
AutoNation Inc,AN,"NEW YORK STOCK EXCHANGE, INC.",4263110123,19.21,5082438339,0.083758618,0.067673101,0.149714786,0.047170924,3.656601262,0.131181756
AutoZone Inc,AZO,"NEW YORK STOCK EXCHANGE, INC.",277390895.9,91.31,7273724285,0.081112145,0.073704949,0.130472608,0.05314671,0.736083784,0.004818767
AvalonBay Communities Inc,AVB,"NEW YORK STOCK EXCHANGE, INC.",2385250080,75.30,5443201838,0.050318643,0.015405045,0.045047135,-0.025146965,0.119300365,0.228068888
AvalonBay Communities Inc Pref Share,AVBPRH,"NEW YORK STOCK EXCHANGE, INC.",,28.22,,,,,,,0.045709655
Avaya Inc,AV,"NEW YORK STOCK EXCHANGE, INC.",1224014055,17.20,7874122658,0.060213686,0.036627903,0.040603399,0.05003142,0.511502149,-0.379651207
Aventis SA ADR,AVE,"NEW YORK STOCK EXCHANGE, INC.",,93.90,75070654611,0.041467399,0.041576532,0.079455886,0.020081527,0.329991618,0
Aveon Group LP,AVO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Avery Dennison Corp,AVY,"NEW YORK STOCK EXCHANGE, INC.",1548700923,59.97,6624223951,0.066683382,0.039186258,0.073965208,0.038636801,0.854199286,-0.052469367
Avery Dennison Corp Pref Share,AVYPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
AVG Technologies NV,AVG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Aviall, Inc.",AVL,"NEW YORK STOCK EXCHANGE, INC.",349002179.5,22.97,746117052,0.062312983,0.061384415,0.098764457,0.050901698,1.504254785,0.253809295
Avista Corporation,AVA,"NEW YORK STOCK EXCHANGE, INC.",753202865.5,17.67,855950879,0.06997269,0.032823993,0.239988865,-0.066082104,1.365008818,0.032604874
Aviv REIT Inc,AVI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Aviva PLC ADR,AV,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Avnet Inc,AVT,"NEW YORK STOCK EXCHANGE, INC.",2168599216,18.24,2197941249,0.000155904,0.054276323,0.120274273,-0.0120605,4.702850398,0.312499948
Avon Products Inc,AVP,"NEW YORK STOCK EXCHANGE, INC.",950207224.3,38.70,18303230093,0.048007151,0.044315241,0.065204308,0.035999958,0.407979758,-0.248105515
AVX Corporation,AVX,"NEW YORK STOCK EXCHANGE, INC.",1459407186,12.60,2186819825,0.038502959,0.012698413,0.01966882,0.017881701,0.587630726,0.162705555
Axis Capital Holdings Ltd,AXS,"NEW YORK STOCK EXCHANGE, INC.",3238056852,27.36,4238261867,0.354886035,0.104166667,0.106571372,,0.44557462,0.160922121
Axis Capital Holdings Ltd Pref Share,AXSPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.0504093
Aztar Corporation,AZR,"NEW YORK STOCK EXCHANGE, INC.",566289368.4,34.92,1210202186,0.10413856,0.029782362,0.126693304,-0.022503516,0.637377472,-0.1297251
"AZZ, Inc.",AZZ,"NEW YORK STOCK EXCHANGE, INC.",73254639.73,8.13,88599533,0.118721798,0.051076932,0.097491828,0.039628883,1.637623415,0.110153761
B&G Foods Inc,BGS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
B&G Foods Inc EIS representing one share of Class A common stock and $7.15,BGF,"NEW YORK STOCK EXCHANGE, INC.",92261726.81,14.98,412795516,,,,,,0.091855416
Babcock & Wilcox Co,BWC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
BAC Capital Trust I Pref Share,BACPRW,"NEW YORK STOCK EXCHANGE, INC.",,26.34,,,,,,,0.030251938
BAC Capital Trust II Pref Share,BACPRV,"NEW YORK STOCK EXCHANGE, INC.",,26.74,,,,,,,0.01835657
BAC Capital Trust III Pref Share,BACPRX,"NEW YORK STOCK EXCHANGE, INC.",,26.85,,,,,,,0.015653039
BAC Capital Trust IV Pref Share,BACPRU,"NEW YORK STOCK EXCHANGE, INC.",,24.99,,,,,,,0.014894044
BAC Capital Trust V Pref Share,BACPRY,"NEW YORK STOCK EXCHANGE, INC.",,21.73,,,,,,,0.021794604
BAC Capital Trust VIII Pref Share,BACPRZ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.001926924
BAC Capital Trust X Pref Share,BACPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
BAC Capital Trust XII Pref Share,BACPRC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Bachoco Industries ADR,IBA,"NEW YORK STOCK EXCHANGE, INC.",972385000,14.19,709500000,0.119290503,0.052538972,0.050731214,0.034890241,1.582411183,0.408751688
"Badger Meter, Inc.",BMI,"NEW YORK STOCK EXCHANGE, INC.",64066277.53,14.98,199861062,0.056054283,0.051568774,0.102667317,0.027755273,1.012224637,0.330721902
Bairnco Corp.,BZ,"NEW YORK STOCK EXCHANGE, INC.",84766910.12,11.11,83503459,0.411375182,0.053105306,0.078807734,0.351200174,1.963675923,-0.196680294
Baker Hughes Inc.,BHI,"NEW YORK STOCK EXCHANGE, INC.",3895406749,42.67,14314490946,0.062060264,0.03187251,0.051369379,0.032884244,0.410297314,0.430443217
Baldor Electric Company,BEZ,"NEW YORK STOCK EXCHANGE, INC.",283615977.7,27.53,908090980,0.044725239,0.034144574,0.059050073,0.029539733,0.68587576,-0.04522422
Ball Corporation,BLL,"NEW YORK STOCK EXCHANGE, INC.",1086589242,21.99,4952349824,0.123416367,0.058776715,0.147176413,0.09571961,1.073279211,-0.087790328
"Bally Technologies, Inc.",BYI,"NEW YORK STOCK EXCHANGE, INC.",183799235.2,13.81,704917640,0.102489333,0.048515569,0.149059242,0.026382175,0.704369202,-0.057204825
Baltic Trading Limited,BALT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Banco Bilbao Vizcaya Argentaria SA ADR,BBVA,"NEW YORK STOCK EXCHANGE, INC.",31786169720,17.46,60153712819,,0.048232682,,,0.294953493,0.041366404
Banco De Chile ADR,BCH,"NEW YORK STOCK EXCHANGE, INC.",1208994958,34.82,4351432731,-0.047920054,0.059973144,,,0.228934689,0.11720423
Banco Latinoamericano de Exportaciones SA E,BLX,"NEW YORK STOCK EXCHANGE, INC.",656131487.4,19.94,775607755,0.041149469,0.117853566,,,0.082639369,0.12389501
